,Time_Second,Blink_Count,Yawn_Count,Gaze_X,Gaze_Y,BPM RAYAN
0,10,2,0,3.69,5.13,70
1,20,0,0,12.87,5.75,70
2,30,3,0,6.31,4.85,70
3,40,1,0,7.58,6.13,70
4,50,0,0,2.98,2.81,70
5,60,2,0,7.09,5.25,71
6,70,0,0,4.09,2.22,71
7,80,0,0,5.11,6.77,71
8,90,1,0,4.03,3.58,71
9,100,0,0,3.58,3.96,71
10,110,0,0,3.58,4.92,70
11,120,0,0,5.29,2.89,70
12,130,1,0,3.19,3.95,70
13,140,2,1,3.6,3.0,70
14,150,2,0,3.17,3.58,70
15,160,0,0,4.1,5.31,69
16,170,0,0,3.22,4.05,69
17,180,0,0,4.18,5.28,69
18,190,1,0,3.14,2.19,69
19,200,4,2,4.72,2.11,69
20,210,0,0,4.24,5.07,70
21,220,0,0,4.48,4.56,70
22,230,3,0,4.11,2.96,70
23,240,2,0,3.35,3.3,70
24,250,2,0,4.13,4.54,70
25,260,5,3,4.14,4.22,71
26,270,0,0,3.56,2.77,71
27,280,3,0,3.55,3.42,71
28,290,0,0,3.18,3.38,71
29,300,0,0,3.71,3.42,71
30,310,4,0,5.94,5.67,70
31,320,1,0,5.47,4.45,70
32,330,1,0,4.07,3.94,70
33,340,2,3,3.71,3.68,70
34,350,2,0,3.69,2.46,70
35,360,0,0,4.03,3.18,72
36,370,4,0,3.24,2.78,72
37,380,2,0,4.8,3.13,72
38,390,0,0,4.2,3.61,72
39,400,4,0,5.9,3.98,72
40,410,3,0,4.05,3.08,69
41,420,1,3,6.48,5.96,69
42,430,2,0,6.57,4.04,69
43,440,6,0,3.88,3.3,69
44,450,2,0,3.57,2.99,69
45,460,4,0,4.89,5.35,69
46,470,6,0,5.18,3.81,69
47,480,1,0,6.87,2.53,69
48,490,0,0,7.27,2.56,69
49,500,2,0,6.83,3.13,69
50,510,2,0,5.54,3.47,70
51,520,0,0,6.35,2.82,70
52,530,0,0,7.9,2.25,70
53,540,0,0,5.39,1.84,70
54,550,1,0,9.08,2.69,70
55,560,0,0,6.45,3.19,68
56,570,1,0,7.17,4.09,68
57,580,0,0,5.0,3.73,68
58,590,2,0,8.57,6.42,68
59,600,0,0,6.32,1.75,68
60,610,4,0,4.99,3.4,71
61,620,13,0,3.97,5.69,71
62,630,3,0,5.69,3.54,71
63,640,4,0,5.74,2.9,71
64,650,0,0,5.07,1.69,71
65,10,0,0,9.7,5.62,73
66,20,0,0,5.82,2.93,73
67,30,1,3,6.62,8.33,73
68,40,0,0,6.88,2.63,73
69,50,1,2,9.11,7.08,73
70,60,1,0,3.79,3.0,73
71,70,0,0,5.38,5.12,73
72,80,0,0,10.72,5.11,73
73,90,11,0,7.26,6.2,73
74,100,2,0,6.53,4.78,73
75,110,2,0,5.07,3.95,70
76,120,8,0,3.17,2.59,70
77,130,1,0,3.74,3.69,70
78,140,4,4,5.04,6.25,70
79,150,1,0,3.39,3.35,70
80,160,1,0,3.28,2.88,72
81,170,1,0,8.53,5.46,72
82,180,0,0,4.09,1.95,72
83,190,3,0,6.09,4.12,72
84,200,0,0,6.92,3.59,72
85,210,1,0,6.75,3.25,68
86,220,0,0,4.22,1.56,68
87,230,5,2,12.6,8.49,68
88,240,2,0,7.36,7.15,68
89,250,4,0,5.49,3.73,68
90,260,1,0,4.23,3.26,70
91,270,0,0,5.18,5.55,70
92,280,7,0,11.06,4.75,70
93,290,2,0,7.02,6.9,70
94,300,1,0,5.6,3.87,70
95,310,5,0,5.84,3.38,73
96,320,4,2,7.3,6.98,67
