,Time_Second,Blink_Count,Yawn_Count,Gaze_X,Gaze_Y,BPM RAYAN,label
0,10,0,0,4.16,1.83,83,3
1,20,3,2,3.48,1.54,83,3
2,30,3,0,4.28,1.64,83,3
3,40,0,0,4.55,1.67,83,3
4,50,1,0,4.36,2.04,83,3
5,60,3,0,4.06,1.91,82,3
6,70,2,0,3.94,2.14,82,3
7,80,4,0,4.49,1.76,82,3
8,90,3,0,4.74,1.68,82,3
9,100,3,0,4.54,1.74,82,3
10,110,3,0,4.25,2.08,89,3
11,120,6,0,4.77,1.64,89,3
12,130,4,0,5.58,1.6,89,3
13,140,8,0,3.49,1.7,89,3
14,150,4,0,5.11,1.71,89,3
15,160,11,0,3.9,1.82,85,3
16,170,7,0,4.68,1.62,85,3
17,180,3,0,4.35,1.73,85,3
18,190,10,0,3.87,1.81,85,3
19,200,13,0,3.12,1.97,85,3
20,210,8,0,4.52,2.25,86,3
21,220,15,0,3.82,1.97,86,3
22,230,16,0,4.22,2.2,86,3
23,240,10,0,4.32,2.05,86,3
24,250,7,0,3.34,1.88,86,3
25,260,15,0,4.28,2.33,84,3
26,270,12,0,3.02,2.27,84,3
27,280,11,0,2.87,1.65,84,3
28,290,8,0,3.23,2.19,84,3
29,300,4,0,4.22,2.03,84,3
30,310,6,0,2.76,1.44,85,3
31,320,1,0,3.35,2.11,85,3
32,330,7,0,3.16,2.47,85,3
33,340,7,0,3.88,2.02,85,3
34,350,8,2,4.69,2.54,85,3
35,360,13,0,4.39,2.07,83,3
36,370,6,0,3.67,2.08,83,3
37,380,12,0,3.51,1.6,83,3
38,390,6,0,3.89,1.9,83,3
39,400,3,0,3.32,1.74,83,3
40,410,2,0,4.12,2.27,90,3
41,420,3,0,4.82,2.52,90,3
42,430,8,0,4.13,2.07,90,3
43,440,5,0,3.9,1.84,90,3
44,450,8,0,5.12,1.72,90,3
45,460,7,0,4.95,2.15,88,3
46,470,7,0,4.49,1.68,88,3
47,480,7,0,3.97,1.76,88,3
48,490,4,0,4.88,1.57,88,3
49,500,6,0,3.89,2.18,88,3
50,510,3,0,4.85,1.9,78,3
51,520,4,0,3.24,1.79,78,3
52,530,1,0,4.23,1.56,78,3
53,540,8,0,4.37,2.71,78,3
54,550,17,0,3.62,2.6,78,3
55,560,18,1,3.44,2.05,79,3
56,570,11,0,4.07,2.49,79,3
57,580,23,0,2.97,1.34,79,3
58,590,10,0,3.78,2.03,79,3
59,600,4,0,4.15,1.84,79,3
60,610,10,0,3.31,2.22,87,3
61,620,18,0,3.08,1.58,87,3
62,10,8,0,5.19,2.01,87,3
63,20,9,0,4.15,2.19,87,3
64,30,8,0,3.64,1.76,87,3
65,40,5,0,2.95,1.91,86,3
66,50,15,0,3.43,2.23,86,3
67,60,9,0,4.17,1.91,86,3
68,70,10,0,3.63,1.79,86,3
69,80,4,0,3.73,2.22,86,3
70,90,3,0,6.14,1.86,84,3
71,100,7,0,2.8,1.7,84,3
72,110,2,0,3.03,2.12,84,3
73,120,0,0,2.66,1.48,84,3
74,130,2,0,3.96,1.49,84,3
75,140,6,0,4.46,2.31,80,3
76,150,9,0,4.73,2.07,80,3
77,160,1,0,4.85,1.6,80,3
78,170,3,0,5.26,1.87,80,3
79,180,4,0,5.63,1.93,80,3
80,190,7,0,5.1,2.64,86,3
81,200,0,0,2.81,1.97,86,3
82,210,1,0,4.41,2.12,86,3
83,220,5,0,6.0,2.67,86,3
84,230,7,0,4.45,2.31,86,3
85,240,14,0,5.23,2.05,83,3
86,250,14,0,6.02,1.77,83,3
87,260,7,0,4.73,1.69,83,3
88,270,18,0,4.54,1.75,83,3
89,280,7,0,5.92,2.2,83,3
90,290,15,0,5.09,1.8,85,3
91,300,9,0,3.84,1.74,85,3
92,310,8,0,5.55,2.37,85,3
93,320,9,0,4.52,2.51,85,3
94,330,5,0,5.32,1.93,85,3
95,340,7,0,4.26,2.21,79,3
96,350,5,0,4.85,2.06,79,3
97,360,4,0,3.37,1.66,79,3
98,370,3,0,3.64,1.85,79,3
99,380,1,0,2.53,1.69,79,3
100,390,3,0,4.48,1.95,89,3
101,400,1,0,4.56,2.05,89,3
102,410,3,0,3.63,1.96,89,3
103,420,1,0,3.85,2.07,89,3
104,430,1,0,3.56,2.14,89,3
105,440,5,0,4.84,1.76,82,3
106,450,12,0,4.19,2.33,82,3
107,460,6,0,4.36,2.4,82,3
108,470,10,0,4.2,2.2,82,3
109,480,8,0,4.55,2.4,82,3
110,490,2,0,3.99,2.35,86,3
111,500,10,0,3.4,1.71,86,3
112,510,8,0,4.86,2.09,86,3
113,520,4,0,4.69,2.3,86,3
114,530,5,0,4.2,2.05,86,3
115,540,5,0,3.89,2.01,90,3
116,550,1,0,3.08,1.79,90,3
117,560,7,0,3.58,2.18,80,3
118,570,7,0,3.08,1.54,80,3
119,580,14,0,3.66,1.26,79,3
120,590,7,0,4.63,2.19,87,3
121,600,8,0,4.15,2.27,87,3
