,Time_Second,Blink_Count,Yawn_Count,Gaze_X,Gaze_Y,BPM RAYAN,label
0,10,0,0,5.79,7.1,47,1
1,20,2,0,5.33,4.75,47,1
2,30,0,0,5.71,6.41,47,1
3,40,1,0,5.38,4.99,47,1
4,50,1,0,4.01,4.98,47,1
5,60,10,0,4.5,6.43,48,1
6,70,4,0,6.06,6.06,48,1
7,80,1,0,5.27,5.72,48,1
8,90,0,0,5.56,4.54,48,1
9,100,1,0,4.32,6.44,48,1
10,110,6,0,10.07,6.86,49,1
11,120,0,0,7.33,5.02,49,1
12,130,3,0,13.48,5.04,49,1
13,140,1,0,5.56,6.91,49,1
14,150,0,0,6.23,4.31,49,1
15,160,0,0,4.62,4.63,50,1
16,170,13,0,7.97,5.77,50,1
17,180,10,0,5.44,5.44,50,1
18,190,9,0,6.51,5.96,50,1
19,200,1,0,6.25,5.9,50,1
20,210,2,0,6.47,5.17,48,1
21,220,1,0,7.22,5.24,48,1
22,230,1,0,10.34,4.77,48,1
23,240,0,0,2.61,3.78,48,1
24,250,0,0,5.64,5.31,48,1
25,260,0,0,10.73,9.28,49,1
26,270,0,0,7.39,6.15,49,1
27,280,0,0,6.65,3.11,49,1
28,290,3,0,8.97,4.92,49,1
29,300,0,1,7.3,5.0,49,1
30,310,0,0,6.03,5.21,48,1
31,320,0,0,4.39,5.96,48,1
32,330,1,1,13.11,8.79,48,1
33,340,2,0,5.04,7.17,48,1
34,350,1,0,6.59,7.88,48,1
35,360,7,0,7.28,6.82,48,1
36,370,2,0,5.32,6.46,48,1
37,380,0,0,6.39,3.51,48,1
38,390,0,0,5.19,5.75,48,1
39,400,6,0,7.64,6.93,48,1
40,410,2,0,5.95,9.2,51,1
41,420,3,0,6.5,5.71,51,1
42,430,1,0,8.44,3.92,51,1
43,440,0,0,9.19,5.46,51,1
44,450,4,0,4.98,5.26,51,1
45,460,0,0,4.84,4.14,49,1
46,470,0,0,3.72,4.97,49,1
47,480,6,0,6.99,4.39,49,1
48,490,2,0,7.07,4.65,49,1
49,500,0,0,4.1,5.1,49,1
50,510,1,0,3.12,3.85,51,1
51,520,2,0,5.8,5.65,51,1
52,530,0,0,4.39,6.55,51,1
53,540,0,0,11.67,8.32,51,1
54,550,2,0,6.79,6.32,51,1
55,560,1,0,7.67,5.68,51,1
56,570,1,0,10.36,4.44,51,1
57,580,4,0,13.32,4.55,51,1
58,590,1,0,5.24,4.46,51,1
59,600,3,0,5.7,6.64,51,1
60,610,3,0,5.16,5.0,50,1
61,620,2,0,5.23,4.48,50,1
62,630,1,0,4.77,7.33,50,1
63,640,0,0,4.28,8.11,50,1
64,650,3,0,6.91,6.42,50,1
65,660,1,0,8.82,6.39,50,1
66,670,10,0,9.67,7.3,50,1
67,680,1,0,6.48,8.37,50,1
68,690,4,0,6.86,9.37,50,1
69,700,0,0,10.77,5.7,50,1
70,710,3,0,10.85,8.36,51,1
71,720,0,0,13.65,9.58,51,1
72,730,4,0,10.73,10.29,51,1
73,740,0,0,8.58,7.92,51,1
74,750,1,0,4.93,6.47,51,1
75,760,3,0,13.44,6.8,49,1
76,770,1,0,10.92,8.06,49,1
77,780,1,0,5.83,4.17,49,1
78,790,2,0,8.51,10.16,49,1
79,800,10,0,9.36,5.84,49,1
80,810,3,0,9.59,5.72,50,1
81,820,5,0,5.88,5.08,50,1
82,830,0,0,6.69,4.82,50,1
83,840,1,0,4.79,7.24,50,1
84,850,1,0,7.82,7.22,50,1
85,860,8,0,4.0,5.15,51,1
86,870,1,0,6.02,5.46,51,1
87,880,2,0,5.89,4.46,51,1
88,890,0,0,10.08,3.93,51,1
89,900,1,0,6.36,5.64,51,1
90,910,2,0,7.58,4.7,49,1
91,920,0,0,4.04,3.78,53,1
92,930,0,0,7.18,3.75,47,1
93,940,0,0,8.41,6.04,50,1
